ID_Mahasiswa,Pendapatan_Ortu,Tanggungan_Keluarga,Pekerjaan_Ortu,Kepemilikan_Rumah,Tagihan_Listrik,Kendaraan,Nilai_IPK,Beasiswa,Kategori_UKT
M0891,5133078,4,Swasta,Milik Sendiri,372341,Motor,3.91,Tidak,UKT 2
M0892,3109089,2,Petani,Kontrak,134577,Motor,3.22,Tidak,UKT 2
M0893,19785965,4,Wiraswasta,Milik Sendiri,406778,Motor+Mobil,2.0,Tidak,UKT 6
M0894,18191444,5,Petani,Kontrak,299106,Motor+Mobil,3.79,Tidak,UKT 6
M0895,1453959,2,Swasta,Milik Sendiri,485647,Tidak Ada,3.04,Ya,UKT 1
M0896,11078023,3,PNS,Menumpang,542461,Motor,2.53,Tidak,UKT 5
M0897,16764230,3,Swasta,Menumpang,555200,Motor,3.53,Tidak,UKT 6
M0898,8405477,6,PNS,Milik Sendiri,533241,Motor,3.85,Tidak,UKT 3
M0899,10516389,2,Wiraswasta,Menumpang,526379,Motor,2.97,Tidak,UKT 5
M0900,12130982,1,Swasta,Menumpang,522295,Motor,2.63,Tidak,UKT 6
M0901,17622482,2,PNS,Rumah Dinas,455831,Mobil,3.58,Tidak,UKT 6
M0902,11960083,5,PNS,Rumah Dinas,575754,Mobil,3.36,Tidak,UKT 5
M0903,16086926,1,Petani,Milik Sendiri,396030,Motor,3.78,Tidak,UKT 6
M0904,12892092,3,Petani,Kontrak,378055,Motor,3.39,Tidak,UKT 6
M0905,14399040,2,Swasta,Milik Sendiri,463962,Motor,2.49,Ya,UKT 6
M0906,9996563,4,PNS,Milik Sendiri,138422,Motor,3.86,Tidak,UKT 4
M0907,14534150,6,Swasta,Menumpang,553100,Motor,2.21,Tidak,UKT 6
M0908,12690618,4,Swasta,Milik Sendiri,385513,Tidak Ada,2.54,Ya,UKT 5
M0909,14404421,6,Petani,Kontrak,342717,Motor,3.04,Ya,UKT 6
M0910,10821336,5,Petani,Rumah Dinas,671195,Motor,3.13,Ya,UKT 4
M0911,17059100,4,Swasta,Menumpang,476583,Motor+Mobil,2.03,Ya,UKT 6
M0912,8053974,2,Swasta,Menumpang,202271,Motor,3.56,Tidak,UKT 4
M0913,11250240,2,Tidak Bekerja,Milik Sendiri,403548,Motor,2.72,Tidak,UKT 6
M0914,10303005,4,Swasta,Milik Sendiri,217477,Motor,2.81,Tidak,UKT 5
M0915,6597091,2,Petani,Milik Sendiri,279304,Motor,3.62,Tidak,UKT 3
M0916,13928545,5,PNS,Milik Sendiri,590277,Tidak Ada,2.76,Tidak,UKT 6
M0917,8205092,1,Swasta,Milik Sendiri,695424,Motor+Mobil,2.09,Tidak,UKT 4
M0918,8083354,5,PNS,Milik Sendiri,392022,Mobil,2.35,Tidak,UKT 3
M0919,6313365,6,Petani,Rumah Dinas,402621,Motor,3.91,Tidak,UKT 2
M0920,4557893,5,Tidak Bekerja,Kontrak,522697,Motor,2.14,Tidak,UKT 2
M0921,5897662,6,Swasta,Milik Sendiri,679974,Tidak Ada,2.71,Tidak,UKT 2
M0922,16913486,2,PNS,Kontrak,419430,Motor,3.01,Tidak,UKT 6
M0923,12106243,1,PNS,Milik Sendiri,528705,Mobil,2.99,Ya,UKT 6
M0924,17143948,2,Swasta,Milik Sendiri,352619,Tidak Ada,2.01,Tidak,UKT 6
M0925,11188727,3,PNS,Rumah Dinas,656954,Motor,3.0,Tidak,UKT 5
M0926,10788051,2,PNS,Kontrak,408766,Motor,2.77,Tidak,UKT 5
M0927,10328366,6,Wiraswasta,Rumah Dinas,460520,Motor,3.94,Tidak,UKT 4
M0928,2305468,2,Swasta,Milik Sendiri,157573,Motor+Mobil,2.32,Ya,UKT 1
M0929,3927975,2,Swasta,Rumah Dinas,319152,Tidak Ada,2.71,Tidak,UKT 2
M0930,6856228,1,Tidak Bekerja,Kontrak,360435,Mobil,2.84,Ya,UKT 3
M0931,9014716,2,PNS,Kontrak,208477,Motor,2.78,Tidak,UKT 5
M0932,12048718,1,Tidak Bekerja,Kontrak,298141,Mobil,3.33,Tidak,UKT 6
M0933,12118627,4,Swasta,Menumpang,348530,Motor,2.43,Tidak,UKT 6
M0934,15543403,3,Wiraswasta,Kontrak,665197,Motor,2.44,Ya,UKT 6
M0935,6025633,1,Petani,Kontrak,201899,Mobil,3.46,Tidak,UKT 3
M0936,19357370,6,Wiraswasta,Menumpang,634642,Motor,3.0,Tidak,UKT 6
M0937,2744702,4,Tidak Bekerja,Rumah Dinas,390687,Motor,2.83,Tidak,UKT 1
M0938,13420739,1,Swasta,Milik Sendiri,592445,Motor,2.34,Ya,UKT 6
M0939,16227907,1,Tidak Bekerja,Kontrak,609603,Mobil,2.38,Tidak,UKT 6
M0940,8226890,3,Swasta,Milik Sendiri,348076,Motor,2.02,Tidak,UKT 4
M0941,8857956,6,Swasta,Milik Sendiri,464380,Motor+Mobil,2.18,Ya,UKT 3
M0942,8704298,5,Swasta,Kontrak,182018,Motor,3.11,Tidak,UKT 4
M0943,9951337,5,Petani,Menumpang,339385,Motor,3.78,Tidak,UKT 4
M0944,3886501,1,PNS,Menumpang,145790,Mobil,2.57,Tidak,UKT 2
M0945,10867687,2,Petani,Milik Sendiri,646543,Motor,2.66,Tidak,UKT 5
M0946,7895350,6,Petani,Kontrak,222275,Mobil,2.23,Tidak,UKT 3
M0947,5088334,4,Wiraswasta,Milik Sendiri,311439,Motor+Mobil,2.78,Tidak,UKT 2
M0948,8964685,2,Wiraswasta,Menumpang,61350,Motor,2.07,Tidak,UKT 4
M0949,1755564,2,Swasta,Menumpang,368953,Tidak Ada,3.84,Tidak,UKT 1
M0950,9430264,6,Swasta,Kontrak,151894,Tidak Ada,3.35,Tidak,UKT 4
M0951,11173774,1,Swasta,Rumah Dinas,409701,Mobil,3.98,Tidak,UKT 6
M0952,10940139,1,PNS,Kontrak,486048,Mobil,3.77,Tidak,UKT 6
M0953,3292427,1,PNS,Kontrak,606016,Motor,2.95,Tidak,UKT 2
M0954,11809411,1,Swasta,Milik Sendiri,329720,Tidak Ada,3.04,Tidak,UKT 6
M0955,6248035,5,Swasta,Milik Sendiri,472217,Tidak Ada,2.38,Tidak,UKT 2
M0956,4890020,1,Tidak Bekerja,Kontrak,570841,Mobil,2.92,Tidak,UKT 3
M0957,3181719,5,Petani,Kontrak,133384,Motor,3.81,Tidak,UKT 1
M0958,18167911,5,Swasta,Milik Sendiri,50390,Motor,2.1,Ya,UKT 6
M0959,13083038,1,Petani,Menumpang,530751,Motor,3.73,Ya,UKT 6
M0960,18115977,3,PNS,Milik Sendiri,585857,Mobil,2.68,Tidak,UKT 6
M0961,10188053,4,Swasta,Kontrak,456245,Motor,3.8,Tidak,UKT 5
M0962,9387324,2,Petani,Kontrak,72490,Motor,3.88,Tidak,UKT 5
M0963,12029677,5,Swasta,Kontrak,544080,Tidak Ada,3.34,Ya,UKT 5
M0964,19836488,6,Swasta,Kontrak,655108,Motor,3.33,Ya,UKT 6
M0965,16363509,6,Tidak Bekerja,Milik Sendiri,411659,Mobil,2.91,Ya,UKT 6
M0966,19553322,4,Wiraswasta,Milik Sendiri,321265,Motor+Mobil,3.67,Ya,UKT 6
M0967,17091661,6,Petani,Kontrak,51539,Motor,3.92,Ya,UKT 6
M0968,7075716,3,Petani,Kontrak,460243,Tidak Ada,3.55,Tidak,UKT 3
M0969,2502324,6,Petani,Milik Sendiri,439546,Tidak Ada,3.24,Tidak,UKT 1
M0970,6762105,2,Swasta,Kontrak,362579,Motor,3.21,Tidak,UKT 3
M0971,13215629,2,Swasta,Milik Sendiri,565584,Mobil,3.7,Tidak,UKT 6
M0972,7171318,5,PNS,Kontrak,113965,Tidak Ada,3.08,Tidak,UKT 3
M0973,17771808,1,Swasta,Rumah Dinas,565249,Motor,3.61,Ya,UKT 6
M0974,12134494,3,Petani,Milik Sendiri,423192,Motor,3.02,Ya,UKT 5
M0975,14299990,5,Swasta,Milik Sendiri,382066,Tidak Ada,2.12,Tidak,UKT 6
M0976,4078226,3,Tidak Bekerja,Rumah Dinas,147799,Motor,2.77,Tidak,UKT 2
M0977,2927540,1,Tidak Bekerja,Kontrak,143948,Motor,2.89,Tidak,UKT 2
M0978,18992846,6,Wiraswasta,Kontrak,526055,Motor,2.28,Tidak,UKT 6
M0979,818408,6,Petani,Rumah Dinas,193314,Mobil,2.2,Tidak,UKT 1
M0980,9356884,1,Wiraswasta,Rumah Dinas,298099,Motor,3.07,Tidak,UKT 5
M0981,11043305,5,PNS,Menumpang,305821,Tidak Ada,2.17,Tidak,UKT 5
M0982,9772985,1,Wiraswasta,Kontrak,360929,Motor+Mobil,2.61,Tidak,UKT 5
M0983,2398739,4,PNS,Milik Sendiri,510188,Motor,3.49,Tidak,UKT 1
M0984,18294649,2,Wiraswasta,Milik Sendiri,61618,Mobil,3.93,Tidak,UKT 6
M0985,5161029,5,Swasta,Milik Sendiri,386430,Tidak Ada,3.44,Ya,UKT 1
M0986,11649697,3,Wiraswasta,Kontrak,328266,Tidak Ada,3.99,Tidak,UKT 6
M0987,14257649,4,Tidak Bekerja,Milik Sendiri,660724,Tidak Ada,3.4,Tidak,UKT 6
M0988,18858746,5,PNS,Menumpang,260448,Tidak Ada,2.59,Tidak,UKT 6
M0989,13927105,1,Swasta,Kontrak,545919,Motor,3.34,Tidak,UKT 6
M0990,19364474,1,Tidak Bekerja,Kontrak,186109,Motor+Mobil,3.4,Tidak,UKT 6
M0991,5356447,1,Swasta,Milik Sendiri,78633,Motor,2.74,Tidak,UKT 3
M0992,7357658,1,Wiraswasta,Milik Sendiri,262456,Motor,2.04,Tidak,UKT 4
M0993,1496530,3,Petani,Milik Sendiri,348627,Motor,3.41,Tidak,UKT 1
M0994,19878839,4,Swasta,Milik Sendiri,425325,Tidak Ada,2.04,Tidak,UKT 6
M0995,6731219,6,Swasta,Milik Sendiri,516589,Motor,3.26,Tidak,UKT 2
M0996,11792148,2,Swasta,Kontrak,346213,Motor,2.33,Tidak,UKT 6
M0997,3864695,3,Wiraswasta,Menumpang,188442,Mobil,3.13,Ya,UKT 1
M0998,13466064,3,Swasta,Menumpang,694161,Motor+Mobil,3.01,Tidak,UKT 6
M0999,11080030,6,Petani,Kontrak,121947,Motor,2.03,Tidak,UKT 5
M1000,18322698,6,Swasta,Milik Sendiri,220205,Motor,2.73,Tidak,UKT 6
